trip_miles,trip_seconds,fare,company,payment_type,tip_rate
18.32,3120,47.0,Sun Taxi,Cash,0.0
7.24,1233,20.38,City Service,Mobile,23.0
18.47,3145,48.75,Flash Cab,Mobile,20.2
14.8,2520,39.5,"Taxicab Insurance Agency, LLC",Credit Card,20.2
7.4,1260,21.5,"Taxicab Insurance Agency, LLC",Credit Card,22.2
17.48,2976,44.5,Sun Taxi,Credit Card,20.4
16.8,2860,43.75,Flash Cab,Cash,0.0
3.19,543,11.0,Blue Ribbon Taxi Association,Cash,0.0
17.09,2909,45.5,Flash Cab,Cash,0.0
17.52,2982,44.0,Sun Taxi,Credit Card,20.2
16.68,2839,43.0,Taxicab Insurance Agency Llc,Credit Card,25.3
3.96,674,13.0,Flash Cab,Prcard,0.0
17.08,2907,43.75,Sun Taxi,Cash,0.0
4.73,805,15.5,Medallion Leasin,Credit Card,20.6
17.94,3053,55.0,City Service,Credit Card,20.2
2.28,388,8.5,City Service,Credit Card,26.0
18.0,3063,48.5,Medallion Leasin,Cash,0.0
6.7,1140,19.5,Taxi Affiliation Services,Unknown,0.0
6.7,1140,33.75,"Taxicab Insurance Agency, LLC",Credit Card,20.3
6.7,1140,19.75,Taxi Affiliation Services,Unknown,0.0
20.3,3454,51.25,Flash Cab,Credit Card,25.2
5.39,917,14.84,Blue Ribbon Taxi Association,Mobile,23.0
4.35,740,13.75,Flash Cab,Credit Card,25.5
12.7,2160,34.5,Taxi Affiliation Services,Credit Card,20.3
19.25,3274,48.5,Sun Taxi,Credit Card,20.2
2.37,403,9.12,City Service,Mobile,0.0
10.94,1860,30.75,Flash Cab,Prcard,0.0
18.0,3060,45.75,Taxi Affiliation Services,Credit Card,20.2
18.79,3194,48.75,Flash Cab,Credit Card,20.2
4.86,826,14.25,Blue Ribbon Taxi Association,Cash,0.0
17.3,2940,45.0,Taxi Affiliation Services,Credit Card,16.3
17.3,2940,43.5,Taxi Affiliation Services,Credit Card,20.2
11.61,1973,32.25,Flash Cab,Credit Card,22.1
11.84,2012,34.5,Flash Cab,Prcard,0.0
2.56,435,9.5,Koam Taxi Association,Cash,0.0
7.58,1288,22.5,City Service,Cash,0.0
9.84,1672,27.5,City Service,Prcard,0.0
17.85,3033,44.75,Medallion Leasin,Credit Card,25.2
13.69,2326,37.58,Sun Taxi,Mobile,1.1
3.32,564,11.75,Globe Taxi,Cash,0.0
8.96,1522,26.0,Flash Cab,Prcard,0.0
17.84,3030,45.0,Sun Taxi,Credit Card,20.2
8.52,1447,24.5,Flash Cab,Prcard,0.0
5.17,878,16.5,Sun Taxi,Mobile,20.6
18.19,3089,46.0,Sun Taxi,Credit Card,25.3
8.68,1474,25.25,Flash Cab,Prcard,0.0
15.9,2700,41.25,Taxi Affiliation Services,Cash,0.0
10.6,1800,30.25,Taxi Affiliation Services,Unknown,0.0
5.3,900,17.0,Taxi Affiliation Services,Unknown,0.0
19.3,3277,49.75,Sun Taxi,Credit Card,25.2
11.65,1978,31.75,Flash Cab,Credit Card,20.3
17.77,3017,45.75,Flash Cab,Mobile,25.2
4.5,764,14.25,Taxicab Insurance Agency Llc,Credit Card,20.7
20.38,3460,51.5,Star North Taxi Management Llc,Credit Card,15.1
17.59,2986,45.5,Flash Cab,Credit Card,15.1
17.29,2935,44.0,Sun Taxi,Credit Card,20.2
15.58,2644,40.75,Sun Taxi,Cash,0.0
11.45,1943,30.75,Star North Taxi Management Llc,Cash,0.0
13.08,2219,37.25,Medallion Leasin,Credit Card,20.2
2.8,475,10.25,Star North Taxi Management Llc,Credit Card,3.5
6.95,1179,20.25,Flash Cab,Prcard,0.0
5.63,955,16.75,Flash Cab,Cash,0.0
16.46,2792,43.0,Star North Taxi Management Llc,Credit Card,20.2
12.8,2171,34.75,City Service,Credit Card,20.3
5.1,865,16.0,Globe Taxi,Mobile,20.6
11.21,1901,31.25,Flash Cab,Prcard,0.0
4.7,797,14.5,Chicago Independents,Credit Card,0.0
3.22,546,11.25,Chicago Independents,Credit Card,20.7
13.8,2340,38.0,Taxi Affiliation Services,Unknown,0.0
4.4,746,14.25,City Service,Cash,0.0
14.57,2470,37.0,Flash Cab,Credit Card,20.2
21.02,3563,52.0,Flash Cab,Credit Card,15.1
9.57,1622,27.5,Flash Cab,Prcard,0.0
7.11,1205,78.45,Flash Cab,Cash,0.0
21.1,3576,54.5,City Service,Credit Card,20.2
13.1,2220,36.0,Top Cab Affiliation,Credit Card,20.1
13.98,2369,37.5,City Service,Cash,0.0
9.1,1542,26.0,Flash Cab,Prcard,0.0
17.97,3045,45.75,Flash Cab,Credit Card,30.3
15.35,2601,42.68,Chicago Independents,Mobile,23.0
8.54,1447,25.25,City Service,Cash,0.0
9.42,1596,27.0,Flash Cab,Prcard,0.0
3.89,659,14.4,City Service,Mobile,11.5
3.33,564,11.5,Star North Taxi Management Llc,Credit Card,15.6
17.66,2991,45.25,Sun Taxi,Credit Card,25.3
15.08,2554,39.75,Globe Taxi,Credit Card,30.4
3.36,569,11.25,Flash Cab,Credit Card,20.8
16.3,2760,42.0,Taxi Affiliation Services,Credit Card,20.2
11.18,1893,31.5,Flash Cab,Cash,0.0
13.1,2218,34.57,Star North Taxi Management Llc,Mobile,23.0
7.82,1324,22.68,Chicago Independents,Mobile,34.5
4.3,728,13.5,Chicago Independents,Cash,0.0
16.67,2822,43.5,Flash Cab,Cash,0.0
4.33,733,13.5,Medallion Leasin,Cash,0.0
10.64,1801,30.5,Flash Cab,Prcard,0.0
3.9,660,13.0,"Taxicab Insurance Agency, LLC",Credit Card,0.0
3.9,660,13.25,Taxi Affiliation Services,Credit Card,4.1
17.67,2990,44.5,City Service,Credit Card,20.2
18.25,3088,46.0,24 Seven Taxi,Credit Card,20.2
17.79,3010,45.25,Flash Cab,Cash,0.0
16.62,2812,42.25,City Service,Credit Card,25.3
15.9,2690,45.6,Flash Cab,Cash,0.0
18.81,3182,47.5,Flash Cab,Credit Card,20.2
14.46,2446,38.0,City Service,Credit Card,11.9
17.86,3021,44.5,Flash Cab,Credit Card,15.2
18.05,3053,45.75,City Service,Credit Card,20.2
2.56,433,10.2,Globe Taxi,Mobile,23.0
4.18,707,13.25,Flash Cab,Cash,0.0
8.23,1392,24.5,Flash Cab,Prcard,0.0
15.35,2596,43.16,Taxicab Insurance Agency Llc,Mobile,23.0
16.06,2716,40.25,Flash Cab,Credit Card,20.2
11.0,1860,29.75,Taxi Affiliation Services,Unknown,0.0
11.0,1860,30.0,Taxi Affiliation Services,Unknown,0.0
18.1,3060,46.25,U Taxicab,Credit Card,19.1
4.52,764,14.0,Flash Cab,Cash,0.0
17.53,2963,43.41,24 Seven Taxi,Mobile,23.0
14.2,2400,37.25,"Taxicab Insurance Agency, LLC",Cash,0.0
7.1,1200,20.5,Globe Taxi,Credit Card,24.4
7.1,1200,21.25,Taxi Affiliation Services,Unknown,0.0
5.74,970,17.75,Sun Taxi,Credit Card,20.6
17.4,2940,44.0,Top Cab Affiliation,Credit Card,20.2
12.47,2107,35.5,Taxicab Insurance Agency Llc,Credit Card,20.2
10.92,1845,30.25,Flash Cab,Prcard,0.0
18.22,3078,46.0,Sun Taxi,Mobile,20.2
10.3,1740,29.25,Taxi Affiliation Services,Credit Card,20.3
19.63,3316,49.25,Globe Taxi,Credit Card,20.2
3.57,603,11.98,Star North Taxi Management Llc,Mobile,23.0
17.46,2949,44.25,Blue Ribbon Taxi Association,Credit Card,25.3
3.89,657,12.75,Flash Cab,Prcard,0.0
18.74,3165,47.25,Sun Taxi,Credit Card,20.2
13.5,2280,36.5,Taxi Affiliation Services,Cash,0.0
13.5,2280,40.0,"Taxicab Insurance Agency, LLC",Cash,0.0
15.33,2589,36.65,Star North Taxi Management Llc,Mobile,23.0
13.08,2209,36.75,Chicago Independents,Credit Card,20.2
9.8,1655,28.0,Flash Cab,Prcard,0.0
18.28,3087,46.25,City Service,Cash,0.0
2.57,434,9.58,Chicago Independents,Mobile,23.0
7.77,1312,23.0,Flash Cab,Prcard,0.0
11.3,1908,30.75,Flash Cab,Prcard,0.0
21.4,3613,52.5,Chicago Taxicab,Credit Card,15.1
4.55,768,14.25,Flash Cab,Credit Card,25.9
17.64,2977,44.25,Taxicab Insurance Agency Llc,Credit Card,20.2
6.21,1048,18.75,Sun Taxi,Cash,0.0
3.2,540,11.25,Taxi Affiliation Services,Cash,0.0
3.2,540,10.75,Taxi Affiliation Services,Credit Card,18.6
3.2,540,11.0,Taxi Affiliation Services,Unknown,0.0
3.2,540,11.0,Taxi Affiliation Services,Cash,0.0
3.2,540,11.0,Choice Taxi Association,Credit Card,20.7
3.2,540,7.75,U Taxicab,Cash,0.0
10.01,1689,28.25,Sun Taxi,Credit Card,20.3
19.23,3244,51.5,24 Seven Taxi,Credit Card,25.2
11.02,1859,31.25,Flash Cab,Prcard,0.0
4.79,808,14.5,Blue Ribbon Taxi Association,Cash,0.0
21.7,3660,53.75,Choice Taxi Association,Credit Card,17.3
2.52,425,9.25,Sun Taxi,Credit Card,29.3
15.84,2671,41.5,Sun Taxi,Credit Card,20.2
12.01,2025,33.75,Chicago Independents,Credit Card,20.3
10.32,1740,29.25,Taxicab Insurance Agency Llc,Cash,0.0
12.1,2040,36.0,"Taxicab Insurance Agency, LLC",Credit Card,20.0
12.1,2040,33.0,Taxi Affiliation Services,Credit Card,16.2
21.58,3638,58.71,Flash Cab,Cash,0.0
10.88,1834,30.25,Flash Cab,Prcard,0.0
3.69,622,12.25,Flash Cab,Cash,0.0
17.8,3000,45.25,Petani Cab Corp,Credit Card,20.2
17.8,3000,45.0,"Taxicab Insurance Agency, LLC",Credit Card,20.2
8.9,1500,25.0,Taxi Affiliation Services,Unknown,0.0
8.9,1500,24.75,Taxi Affiliation Services,Unknown,0.0
17.8,3000,45.5,Taxi Affiliation Services,Credit Card,20.2
17.45,2941,44.0,Sun Taxi,Credit Card,20.2
18.94,3192,47.75,Flash Cab,Credit Card,25.2
9.4,1584,24.5,Chicago Taxicab,Credit Card,20.4
8.51,1434,24.5,Flash Cab,Cash,0.0
17.24,2905,44.25,Sun Taxi,Credit Card,20.2
15.51,2613,42.0,Medallion Leasin,Credit Card,20.2
10.34,1742,30.0,Flash Cab,Prcard,0.0
17.41,2933,44.25,Flash Cab,Credit Card,20.2
8.02,1351,22.25,Flash Cab,Prcard,20.4
17.99,3030,46.5,Sun Taxi,Credit Card,20.2
13.68,2304,37.0,Medallion Leasin,Credit Card,20.2
20.52,3456,51.0,City Service,Credit Card,25.2
17.1,2880,43.75,Top Cab Affiliation,Credit Card,25.2
5.7,960,30.0,"Taxicab Insurance Agency, LLC",Credit Card,8.6
5.7,960,17.5,Taxi Affiliation Services,Credit Card,18.6
12.38,2085,33.75,Flash Cab,Credit Card,20.1
17.73,2986,45.5,City Service,Credit Card,20.2
8.8,1482,25.0,Sun Taxi,Credit Card,20.4
2.5,421,9.5,City Service,Prcard,0.0
17.72,2984,45.0,Medallion Leasin,Credit Card,15.2
16.39,2760,41.75,Sun Taxi,Credit Card,20.2
11.04,1859,31.0,Globe Taxi,Mobile,20.3
1.55,261,9.0,Star North Taxi Management Llc,Mobile,23.0
5.25,884,15.58,Star North Taxi Management Llc,Mobile,23.0
17.77,2992,44.25,Star North Taxi Management Llc,Credit Card,25.3
17.61,2965,44.5,Star North Taxi Management Llc,Credit Card,20.2
18.14,3054,45.75,City Service,Credit Card,25.3
16.02,2697,43.0,Medallion Leasin,Credit Card,20.2
11.81,1988,29.64,City Service,Mobile,23.0
11.17,1880,30.0,Flash Cab,Prcard,0.0
18.11,3048,46.25,City Service,Credit Card,20.2
8.2,1380,23.5,Top Cab Affiliation,Credit Card,25.5
18.07,3041,46.0,Star North Taxi Management Llc,Credit Card,15.1
13.46,2265,35.5,Medallion Leasin,Credit Card,15.2
17.74,2985,45.5,City Service,Credit Card,20.2
18.9,3180,48.75,"Taxicab Insurance Agency, LLC",Credit Card,20.2
17.16,2887,44.25,Koam Taxi Association,Credit Card,20.2
10.39,1748,30.5,Flash Cab,Prcard,0.0
16.97,2855,42.5,City Service,Credit Card,20.2
10.01,1684,29.5,Blue Ribbon Taxi Association,Prcard,0.0
18.66,3139,46.5,Flash Cab,Credit Card,15.1
13.2,2220,34.25,U Taxicab,Credit Card,20.3
1.98,333,8.0,Taxicab Insurance Agency Llc,Credit Card,0.0
8.01,1347,22.36,Flash Cab,Mobile,23.0
18.53,3116,46.0,Sun Taxi,Credit Card,20.2
10.58,1779,28.5,Taxicab Insurance Agency Llc,Prcard,20.4
8.37,1407,23.87,Chicago Independents,Mobile,16.8
3.76,632,12.5,Flash Cab,Credit Card,15.6
9.4,1580,25.5,Flash Cab,Prcard,0.0
5.23,879,16.0,Star North Taxi Management Llc,Cash,0.0
17.65,2966,45.0,Medallion Leasin,Mobile,15.1
32.79,5510,86.75,Star North Taxi Management Llc,Cash,0.0
5.44,914,16.75,Flash Cab,Cash,0.0
2.5,420,9.5,Taxi Affiliation Services,Cash,0.0
2.5,420,9.5,"Taxicab Insurance Agency, LLC",Credit Card,44.4
12.5,2100,34.25,Taxi Affiliation Services,Unknown,0.0
17.5,2940,45.25,"Taxicab Insurance Agency, LLC",Cash,0.0
17.5,2940,45.75,Globe Taxi,Credit Card,25.2
10.81,1816,29.25,Flash Cab,Prcard,0.0
14.3,2402,46.79,Flash Cab,Cash,0.0
6.68,1122,19.0,Flash Cab,Credit Card,15.3
18.29,3072,46.75,Taxicab Insurance Agency Llc,Credit Card,25.2
20.0,3358,51.75,Flash Cab,Cash,0.0
17.91,3007,44.5,Sun Taxi,Credit Card,20.2
12.36,2075,34.5,Taxicab Insurance Agency Llc,Credit Card,20.3
17.74,2978,44.75,Taxicab Insurance Agency Llc,Credit Card,20.2
16.8,2820,42.75,Taxi Affiliation Services,Credit Card,25.2
5.32,893,16.5,Flash Cab,Prcard,0.0
17.41,2922,44.25,Medallion Leasin,Mobile,15.2
7.15,1200,20.75,Sun Taxi,Credit Card,20.4
18.55,3113,46.0,Sun Taxi,Credit Card,20.2
3.2,537,11.25,Flash Cab,Credit Card,20.8
11.27,1891,31.25,Sun Taxi,Cash,0.0
12.65,2122,35.0,Chicago Independents,Credit Card,20.3
18.38,3083,46.5,Sun Taxi,Credit Card,20.2
17.66,2962,44.75,Sun Taxi,Mobile,15.2
8.86,1486,25.75,Flash Cab,Credit Card,15.3
16.1,2700,40.75,Petani Cab Corp,Credit Card,13.4
1.3,218,6.25,Flash Cab,Cash,0.0
11.42,1915,32.25,Flash Cab,Prcard,0.0
18.5,3102,47.75,Chicago Independents,Cash,0.0
4.7,788,15.25,City Service,Cash,0.0
6.8,1140,19.25,Globe Taxi,Credit Card,25.5
6.8,1140,20.5,Taxi Affiliation Services,Unknown,0.0
14.61,2449,39.25,City Service,Cash,0.0
18.19,3049,45.25,Chicago Independents,Credit Card,25.3
9.14,1532,26.25,Taxicab Insurance Agency Llc,Credit Card,20.3
17.9,3000,45.75,Taxi Affiliation Services,Credit Card,20.2
17.9,3000,44.75,U Taxicab,Credit Card,20.2
2.53,424,9.5,Flash Cab,Prcard,0.0
17.8,2983,44.75,City Service,Cash,0.0
4.78,801,14.75,Flash Cab,Prcard,0.0
11.1,1860,30.0,"Taxicab Insurance Agency, LLC",Credit Card,58.8
2.25,377,8.75,City Service,Cash,0.0
17.52,2935,44.25,Flash Cab,Credit Card,20.2
10.59,1774,29.5,Sun Taxi,Credit Card,20.3
12.18,2040,30.75,Flash Cab,Prcard,0.0
10.58,1772,29.0,Flash Cab,Cash,0.0
10.23,1713,28.5,Flash Cab,Prcard,0.0
8.6,1440,41.5,"Taxicab Insurance Agency, LLC",Credit Card,20.2
8.6,1440,24.0,Top Cab Affiliation,Credit Card,25.4
4.3,720,13.5,Top Cab Affiliation,Credit Card,14.3
8.6,1440,24.25,Taxi Affiliation Services,Unknown,0.0
14.0,2344,36.25,Chicago Independents,Mobile,15.2
9.64,1614,20.6,Star North Taxi Management Llc,Mobile,23.0
17.53,2935,44.5,Star North Taxi Management Llc,Credit Card,20.2
3.53,591,12.25,Flash Cab,Cash,0.0
2.76,462,11.34,Star North Taxi Management Llc,Mobile,23.0
2.79,467,10.0,Taxicab Insurance Agency Llc,Credit Card,20.7
10.2,1707,29.0,Sun Taxi,Prcard,0.0
5.45,912,15.85,Chicago Independents,Mobile,6.3
4.5,753,14.25,City Service,Credit Card,25.7
8.6,1439,23.75,Medallion Leasin,Cash,0.0
14.84,2483,40.25,City Service,Credit Card,25.3
16.73,2799,43.0,Flash Cab,Credit Card,15.1
13.61,2277,38.25,Flash Cab,Cash,0.0
16.94,2834,43.0,Taxicab Insurance Agency Llc,Credit Card,15.1
2.66,445,9.75,City Service,Cash,0.0
13.33,2230,37.25,Sun Taxi,Credit Card,11.8
6.54,1094,18.75,Flash Cab,Prcard,0.0
17.6,2944,44.5,Flash Cab,Credit Card,25.3
12.65,2116,40.83,Flash Cab,Cash,0.0
8.55,1430,24.25,City Service,Credit Card,9.4
17.13,2865,43.75,Sun Taxi,Credit Card,20.2
12.88,2154,36.0,Globe Taxi,Credit Card,37.5
14.68,2455,40.86,Blue Ribbon Taxi Association,Mobile,23.0
9.4,1572,26.25,Medallion Leasin,Prcard,0.0
17.88,2990,46.0,Flash Cab,Cash,0.0
6.1,1020,18.0,Taxi Affiliation Services,Unknown,0.0
12.2,2040,33.25,312 Medallion Management Corp,Cash,0.0
6.1,1020,18.75,Taxi Affiliation Services,Credit Card,10.7
18.3,3060,45.5,Choice Taxi Association,Credit Card,25.3
7.59,1269,23.25,Flash Cab,Prcard,0.0
4.51,754,14.5,City Service,Credit Card,31.0
15.87,2653,77.53,Sun Taxi,Mobile,23.0
10.66,1782,30.75,Flash Cab,Prcard,0.0
10.9,1822,30.25,Flash Cab,Prcard,0.0
17.46,2918,44.75,Chicago Independents,Credit Card,25.3
25.06,4188,62.25,Blue Ribbon Taxi Association,Credit Card,15.1
12.77,2134,35.25,City Service,Credit Card,20.3
8.3,1387,24.25,Flash Cab,Prcard,0.0
17.45,2916,45.0,Flash Cab,Credit Card,15.2
19.72,3294,49.25,Sun Taxi,Cash,0.0
12.04,2011,37.25,Flash Cab,Cash,0.0
6.52,1089,19.5,Flash Cab,Credit Card,41.0
4.73,790,15.06,Sun Taxi,Mobile,0.0
18.67,3118,46.0,Sun Taxi,Credit Card,20.2
10.72,1790,29.0,Sun Taxi,Credit Card,20.3
4.3,718,13.75,Medallion Leasin,Cash,0.0
17.5,2922,44.5,Sun Taxi,Cash,0.0
7.96,1329,22.25,Flash Cab,Prcard,0.0
13.3,2220,36.25,U Taxicab,Cash,0.0
20.4,3405,57.0,City Service,Prcard,0.0
12.84,2143,34.0,Flash Cab,Credit Card,20.3
11.48,1916,31.25,Flash Cab,Prcard,0.0
16.88,2817,43.25,Sun Taxi,Cash,0.0
4.65,776,15.0,Flash Cab,Credit Card,20.7
17.66,2947,45.75,Medallion Leasin,Credit Card,20.2
12.13,2024,31.25,Flash Cab,Prcard,0.0
9.74,1625,28.0,Chicago Independents,Cash,0.0
12.96,2162,33.75,24 Seven Taxi,Credit Card,7.7
17.9,2986,46.75,Globe Taxi,Cash,0.0
14.37,2397,43.22,Flash Cab,Cash,0.0
7.35,1226,21.5,Sun Taxi,Credit Card,30.6
17.83,2974,45.25,Medallion Leasin,Cash,0.0
17.94,2992,46.25,City Service,Credit Card,25.3
16.91,2820,42.25,Sun Taxi,Mobile,20.2
3.49,582,11.32,Star North Taxi Management Llc,Mobile,5.7
4.09,682,13.5,Star North Taxi Management Llc,Credit Card,20.6
12.3,2051,34.25,Chicago Independents,Cash,0.0
8.57,1429,24.75,Flash Cab,Prcard,0.0
4.66,777,15.0,City Service,Prcard,0.0
5.56,927,17.0,Chicago Independents,Credit Card,20.6
6.19,1032,18.5,Flash Cab,Prcard,0.0
17.72,2954,45.0,Sun Taxi,Credit Card,20.2
13.6,2267,39.75,Flash Cab,Cash,0.0
23.56,3927,58.5,Medallion Leasin,Credit Card,15.1
18.0,3000,45.75,Taxi Affiliation Services,Credit Card,20.2
17.49,2915,46.75,Globe Taxi,Credit Card,20.2
3.51,585,12.0,Flash Cab,Prcard,0.0
9.0,1500,25.75,KOAM Taxi Association,Cash,0.0
10.32,1720,30.0,City Service,Prcard,0.0
9.0,1500,24.5,Taxi Affiliation Services,Credit Card,12.2
3.75,625,12.5,Flash Cab,Credit Card,25.7
5.85,975,17.5,Blue Ribbon Taxi Association,Prcard,0.0
1.8,300,7.5,Top Cab Affiliation,Credit Card,40.0
6.84,1140,20.25,City Service,Cash,0.0
3.6,600,12.0,Globe Taxi,Credit Card,25.8
1.8,300,7.5,Taxi Affiliation Services,Cash,0.0
3.9,650,14.6,Globe Taxi,Mobile,23.0
6.38,1063,19.25,Star North Taxi Management Llc,Credit Card,0.0
12.02,2002,33.5,Taxicab Insurance Agency Llc,Credit Card,20.3
8.82,1469,25.75,Globe Taxi,Prcard,0.0
17.34,2888,44.0,Flash Cab,Credit Card,15.2
25.49,4245,81.38,Flash Cab,Cash,0.0
28.83,4801,87.79,Flash Cab,Cash,0.0
9.35,1557,59.91,Flash Cab,Cash,0.0
14.98,2494,40.5,Blue Ribbon Taxi Association,Cash,0.0
10.55,1756,29.25,Sun Taxi,Cash,0.0
10.49,1746,29.25,City Service,Prcard,0.0
7.3,1215,21.25,Flash Cab,Credit Card,20.3
10.78,1794,29.5,Sun Taxi,Credit Card,30.4
5.33,887,16.25,Flash Cab,Prcard,0.0
6.07,1010,35.0,Flash Cab,Credit Card,20.3
10.89,1812,32.49,Globe Taxi,Mobile,23.0
11.9,1980,32.75,Taxi Affiliation Services,Credit Card,20.3
6.87,1143,20.0,Flash Cab,Credit Card,15.4
3.24,539,11.25,Taxicab Insurance Agency Llc,Credit Card,15.5
12.6,2096,34.25,City Service,Credit Card,30.4
13.34,2219,37.0,Flash Cab,Cash,0.0
20.2,3360,51.0,Taxi Affiliation Services,Credit Card,18.2
13.78,2292,39.25,Flash Cab,Prcard,0.0
8.82,1467,25.75,Flash Cab,Cash,0.0
17.65,2935,44.25,Chicago Independents,Credit Card,25.3
5.13,853,17.37,Star North Taxi Management Llc,Mobile,23.0
4.27,710,13.25,City Service,Cash,0.0
16.6,2760,41.75,Taxi Affiliation Services,Credit Card,25.2
8.3,1380,24.5,Taxi Affiliation Services,Unknown,0.0
16.6,2760,44.5,"Taxicab Insurance Agency, LLC",Cash,0.0
10.7,1779,30.0,Chicago Independents,Cash,0.0
3.26,542,11.25,Taxicab Insurance Agency Llc,Credit Card,20.7
13.71,2279,36.5,Star North Taxi Management Llc,Credit Card,25.3
14.8,2460,40.0,Choice Taxi Association,Credit Card,18.2
14.8,2460,39.5,Taxi Affiliation Services,Unknown,0.0
17.7,2942,45.25,Globe Taxi,Credit Card,20.2
17.7,2942,46.0,City Service,Credit Card,25.2
4.35,723,13.75,Flash Cab,Prcard,0.0
2.81,467,10.0,Flash Cab,Cash,0.0
16.06,2669,43.25,Flash Cab,Credit Card,20.2
17.8,2958,44.5,Sun Taxi,Credit Card,10.3
9.93,1650,29.0,Flash Cab,Prcard,0.0
6.5,1080,19.25,Taxi Affiliation Services,Credit Card,20.5
6.5,1080,19.75,Taxi Affiliation Services,Credit Card,15.2
10.69,1776,32.0,Flash Cab,Cash,0.0
7.17,1191,21.25,Sun Taxi,Credit Card,25.6
17.7,2940,45.75,"Taxicab Insurance Agency, LLC",Credit Card,15.0
17.7,2940,45.25,Taxi Affiliation Services,Credit Card,20.2
5.6,930,17.25,Patriot Taxi Dba Peace Taxi Associat,Cash,0.0
11.2,1860,31.25,U Taxicab,Unknown,0.0
7.63,1267,20.9,Sun Taxi,Mobile,14.4
11.81,1961,33.0,Flash Cab,Credit Card,20.3
15.9,2640,38.5,U Taxicab,Credit Card,20.1
24.34,4041,62.25,City Service,Cash,0.0
16.95,2814,42.75,Medallion Leasin,Credit Card,7.0
10.87,1804,29.25,Sun Taxi,Prcard,0.0
14.1,2340,36.75,Taxi Affiliation Services,Credit Card,20.2
4.7,780,14.75,Taxi Affiliation Services,Credit Card,12.7
4.7,780,14.75,"Taxicab Insurance Agency, LLC",Credit Card,0.0
4.7,780,14.5,Taxi Affiliation Services,Credit Card,20.7
9.4,1560,26.75,Taxi Affiliation Services,Unknown,0.0
9.4,1560,26.5,Taxi Affiliation Services,Cash,0.0
4.7,780,14.75,Petani Cab Corp,Cash,0.0
18.8,3120,49.5,Taxi Affiliation Services,Cash,0.0
4.7,780,14.75,Taxi Affiliation Services,Credit Card,20.7
10.78,1789,30.5,Flash Cab,Prcard,0.0
4.2,697,14.25,Flash Cab,Prcard,0.0
2.32,385,9.0,Flash Cab,Cash,50.9
16.12,2675,43.25,Star North Taxi Management Llc,Credit Card,20.2
12.86,2134,36.25,Sun Taxi,Credit Card,20.2
17.48,2900,43.75,Medallion Leasin,Credit Card,10.5
18.21,3021,46.0,Sun Taxi,Credit Card,20.2
3.87,642,12.5,Flash Cab,Cash,0.0
17.0,2820,45.0,Taxi Affiliation Services,Credit Card,0.0
17.0,2820,43.0,Globe Taxi,Credit Card,0.0
19.81,3286,52.0,Flash Cab,Cash,0.0
4.63,768,14.5,Flash Cab,Prcard,0.0
6.97,1156,21.25,Taxicab Insurance Agency Llc,Prcard,0.0
18.04,2992,46.0,Blue Ribbon Taxi Association,Cash,0.0
12.5,2073,34.0,Setare Inc,Cash,0.0
17.62,2922,48.5,Taxicab Insurance Agency Llc,Cash,0.0
10.5,1741,28.75,Chicago Independents,Credit Card,10.7
10.5,1741,29.25,Chicago Independents,Credit Card,20.3
4.65,771,14.75,Flash Cab,Credit Card,20.6
18.65,3092,47.5,Flash Cab,Credit Card,20.2
7.6,1260,22.25,Taxi Affiliation Services,Unknown,0.0
15.2,2520,41.5,Taxi Affiliation Services,Cash,0.0
3.42,567,11.5,Flash Cab,Prcard,0.0
8.71,1444,24.5,Flash Cab,Prcard,0.0
13.94,2311,37.5,Flash Cab,Credit Card,12.0
3.39,562,11.5,Taxicab Insurance Agency Llc,Mobile,20.9
16.65,2760,42.25,Flash Cab,Cash,0.0
14.69,2435,39.5,Star North Taxi Management Llc,Cash,0.0
18.1,3000,45.5,Choice Taxi Association,Cash,0.0
18.1,3000,46.5,"Taxicab Insurance Agency, LLC",Credit Card,20.2
14.88,2466,40.0,City Service,Cash,0.0
10.56,1750,30.0,Flash Cab,Prcard,0.0
7.7,1276,22.5,Blue Ribbon Taxi Association,Mobile,44.4
10.5,1740,29.25,"Taxicab Insurance Agency, LLC",Credit Card,20.0
17.12,2837,43.25,Sun Taxi,Mobile,10.6
9.42,1561,27.0,Flash Cab,Prcard,0.0
18.39,3047,46.25,City Service,Credit Card,20.2
1.02,169,5.5,City Service,Prcard,33.3
13.4,2220,36.0,Taxi Affiliation Services,Credit Card,20.3
12.29,2036,34.41,Sun Taxi,Mobile,28.7
6.64,1100,20.0,Flash Cab,Cash,0.0
12.46,2064,36.0,Taxicab Insurance Agency Llc,Credit Card,20.3
16.3,2700,42.75,"Taxicab Insurance Agency, LLC",Credit Card,25.2
5.21,863,18.73,Sun Taxi,Mobile,0.0
13.56,2246,35.5,City Service,Mobile,20.3
12.36,2047,34.25,Flash Cab,Prcard,0.2
7.24,1199,21.0,Sun Taxi,Credit Card,20.5
3.11,515,39.63,Flash Cab,Cash,0.0
13.07,2164,35.25,City Service,Credit Card,12.7
3.95,654,12.75,Sun Taxi,Credit Card,26.0
25.09,4154,64.5,City Service,Credit Card,20.2
8.68,1437,24.5,City Service,Credit Card,0.2
11.29,1869,31.5,Blue Ribbon Taxi Association,Prcard,0.0
6.21,1028,18.5,Star North Taxi Management Llc,Cash,0.0
5.6,927,17.0,Flash Cab,Prcard,0.0
11.43,1892,31.25,Flash Cab,Prcard,0.0
